kitchen_name,human_name,context,object-type,from-location,from-x,from-y,from-orient,to-location,to-x,to-y,to-orient,arm,table_name
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.96921,0.83987,3.10899,IslandArea,-0.70125,1.18529,-0.02311,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.19926,0.82122,-3.09478,IslandArea,-0.67434,1.16612,0.07456,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.07832,0.83979,3.14079,IslandArea,-0.75685,1.20909,-0.01101,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.10095,0.82735,-3.06576,IslandArea,-0.664,1.23964,-0.09426,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.075,0.83804,3.13684,IslandArea,-0.72685,2.02539,-0.10288,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.13417,0.83249,-3.13641,IslandArea,-0.69163,1.87027,-0.12547,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.12518,0.8369,3.13776,IslandArea,-0.81213,0.66175,-1.49658,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.10024,0.81939,3.09951,IslandArea,-1.17475,1.03671,-3.05917,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17249,0.89254,3.10521,IslandArea,-0.67546,1.20835,-0.35662,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17249,0.89254,3.10521,IslandArea,-0.69117,1.23028,-0.12602,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.12965,0.98097,-3.0783,IslandArea,-0.69052,1.17189,-0.01004,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.20391,0.89221,3.10609,IslandArea,-0.65865,1.9908,0.05152,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.1751,0.89252,3.10597,IslandArea,-0.66714,1.91691,0.0266,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17524,0.89221,3.10531,IslandArea,-0.65519,2.07856,-0.02866,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.16931,0.89172,3.105,IslandArea,-0.66641,2.05963,-0.13165,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.16931,0.89172,3.105,IslandArea,-0.68513,2.01462,-0.07842,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17911,0.89226,3.10495,IslandArea,-0.65385,1.92491,-0.10939,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17911,0.89226,3.10495,IslandArea,-0.6722,1.95755,0.05257,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.20151,0.89157,3.09772,IslandArea,-0.65857,1.97319,-0.11545,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.13417,0.83249,-3.13641,IslandArea,-0.67841,1.18043,-0.0946,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.12518,0.8369,3.13776,IslandArea,-0.65195,1.21118,-0.06323,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.10024,0.81939,3.09951,IslandArea,-0.64972,1.16084,-0.02969,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.43575,0.84677,-2.98895,IslandArea,-0.64302,1.15151,-0.05503,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.18429,0.89227,3.10392,IslandArea,-0.64836,1.87504,-0.25926,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.18409,0.89227,3.10454,IslandArea,-1.16588,0.95745,2.73994,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.18409,0.89227,3.10454,IslandArea,-1.20366,0.973,2.98609,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.18409,0.89227,3.10454,IslandArea,-1.19165,1.00607,3.12626,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17719,0.89268,3.10386,IslandArea,-0.69653,1.25277,-0.01155,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17719,0.89268,3.10386,IslandArea,-0.6962,1.21668,0.01986,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.93484,0.93019,-3.14112,IslandArea,-0.73189,1.22927,-0.02881,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.99996,0.98149,3.01102,IslandArea,-0.70424,1.21111,-0.06512,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.94467,0.92397,-3.09603,IslandArea,-0.68149,1.18007,0.05183,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.93777,0.93004,-3.14145,IslandArea,-0.63869,1.13457,-0.11068,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.93777,0.93004,-3.14145,IslandArea,-0.68465,1.14988,-0.11633,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.99464,0.94015,-3.11593,IslandArea,-0.73951,1.24288,0.00635,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.13417,0.83249,-3.13641,IslandArea,-1.13657,0.90185,3.11836,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.10024,0.81939,3.09951,IslandArea,-0.737,0.69156,-1.55221,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.43575,0.84677,-2.98895,IslandArea,-1.16169,0.84151,-3.10499,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.18429,0.89227,3.10392,IslandArea,-0.68528,1.1706,-0.1692,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.18429,0.89227,3.10392,IslandArea,-0.68018,1.25584,-0.07443,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.93785,0.93001,3.14158,IslandArea,-0.77884,0.63795,-1.53008,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17719,0.89268,3.10386,IslandArea,-0.69962,1.93051,-0.10989,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17719,0.89268,3.10386,IslandArea,-0.67482,1.82493,0.02704,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.17719,0.89268,3.10386,IslandArea,-0.68684,1.8255,-0.01138,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.15929,0.95902,-2.97032,IslandArea,-0.66536,1.26421,0.08338,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.04375,0.90261,-3.09498,IslandArea,-0.65042,1.23594,-0.00103,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.04375,0.90261,-3.09498,IslandArea,-0.70202,1.23475,-0.0191,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.11104,0.85089,-3.0573,IslandArea,-0.69055,1.24871,-0.07647,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,0.93729,0.92078,-3.07237,IslandArea,-0.66242,1.24107,-0.10762,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.15777,0.8607,3.03992,IslandArea,-0.679,1.18588,0.0475,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.13417,0.83249,-3.13641,IslandArea,-0.76889,0.68254,-1.67691,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.10024,0.81939,3.09951,IslandArea,-0.6281,1.90575,-0.01751,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonSoup,SinkDrawerLeftTop_05qp,1.43575,0.84677,-2.98895,IslandArea,-0.65679,1.81035,-0.04699,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.99032,1.00037,-3.13545,IslandArea,-0.7327,0.59038,-1.16528,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.99032,1.00037,-3.13545,IslandArea,-1.17685,0.80735,2.93985,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.98873,0.98543,-2.72486,IslandArea,-0.65011,1.60372,0.01077,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.98873,0.98543,-2.72486,IslandArea,-0.67126,1.61288,-0.35708,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.99032,1.00037,-3.13545,IslandArea,-0.61453,1.24676,-0.08586,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-1.24022,1.54773,2.88409,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-1.13258,1.40959,-2.91149,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-1.23798,1.48138,-3.1414,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.98873,0.98543,-2.72486,IslandArea,-1.17373,1.35706,2.77507,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.99032,1.00037,-3.13545,IslandArea,-1.14716,1.50427,2.7518,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.99032,1.00037,-3.13545,IslandArea,-1.16773,1.5303,3.05123,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-0.7819,0.60539,-1.5585,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-0.73367,0.61819,-1.58171,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-0.70867,0.62919,-1.57742,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-0.73548,0.63029,-1.57775,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,1.16883,0.97634,-3.08968,IslandArea,-0.69514,0.6482,-1.5083,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-1.23516,0.88701,2.3251,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,SpoonDessert,SinkDrawerLeftTop_05qp,0.90577,0.96394,2.98784,IslandArea,-1.21988,0.88074,2.92369,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.39911,1.18568,3.07806,IslandArea,-1.1815,0.85523,-3.04633,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97931,1.18604,2.90333,IslandArea,-0.67431,1.89031,-0.11243,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.95007,1.13598,3.00291,IslandArea,-0.73681,0.66885,-1.54897,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-1.18681,0.91925,-3.06591,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.05604,1.16044,3.13896,IslandArea,-1.16121,1.69442,-2.78893,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.14193,1.16268,3.12952,IslandArea,-0.76687,0.6868,-1.49318,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.39911,1.18568,3.07806,IslandArea,-0.65982,1.96624,-0.08285,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97931,1.18604,2.90333,IslandArea,-0.67542,1.21046,-0.06838,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.95007,1.13598,3.00291,IslandArea,-1.12493,1.60316,3.12395,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-0.81584,0.6744,-1.48882,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-0.76657,0.66131,-1.47317,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-0.77171,0.67789,-1.56371,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.39911,1.18568,3.07806,IslandArea,-0.68331,1.21943,-0.08639,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97931,1.18604,2.90333,IslandArea,-1.14438,1.51637,3.07557,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97931,1.18604,2.90333,IslandArea,-1.15839,1.55461,-3.11765,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.95007,1.13598,3.00291,IslandArea,-0.68913,1.96856,-0.08108,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.11886,1.18596,-3.1246,IslandArea,-1.19158,0.87819,3.02736,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.11886,1.18596,-3.1246,IslandArea,-1.18227,0.93937,3.02664,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,1.39911,1.18568,3.07806,IslandArea,-0.74144,0.65032,-1.66711,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.95007,1.13598,3.00291,IslandArea,-0.69748,1.25424,-0.13097,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-1.20282,1.62067,3.12637,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-1.24032,1.50905,-3.13041,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,KnifeTable,SinkDrawerLeftTop_05qp,0.97306,1.20339,-3.11952,IslandArea,-1.18125,1.52454,-3.09873,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.7516,1.06283,-0.50437,IslandArea,-0.75099,1.06232,-0.50348,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.7516,1.06283,-0.50437,IslandArea,-0.70388,1.09247,-0.5129,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.71309,1.03288,-0.38728,IslandArea,-0.71595,1.03623,-0.32562,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.71309,1.03288,-0.38728,IslandArea,-0.66922,1.0228,-0.34875,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.68482,1.10014,-0.23443,IslandArea,-0.68006,1.09962,-0.23583,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.68482,1.10014,-0.23443,IslandArea,-0.68482,1.10014,-0.23443,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.6645,0.99755,0.1144,IslandArea,-0.6645,0.99755,0.1144,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.6645,0.99755,0.1144,IslandArea,-0.65908,1.02933,0.07539,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.71164,1.09838,-0.27596,IslandArea,-0.67207,1.08446,-0.30725,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.64653,1.08725,-0.45942,IslandArea,-0.64769,1.08862,-0.46501,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.64653,1.08725,-0.45942,IslandArea,-0.64746,1.04952,-0.47813,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.72201,1.90171,-0.81088,IslandArea,-0.7014,1.90088,-0.8298,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.72201,1.90171,-0.81088,IslandArea,-0.6735,1.86754,-0.78498,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.74237,1.89059,-1.11213,IslandArea,-0.70183,1.86266,-1.08569,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.74237,1.89059,-1.11213,IslandArea,-0.69596,1.91047,-1.1707,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.75452,0.83693,0.01886,IslandArea,-0.88592,0.684,-0.40535,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.56887,0.83877,-0.04857,IslandArea,-0.64506,1.07805,-0.15442,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.74639,0.83864,0,IslandArea,-0.63086,1.74563,-1.0014,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.80701,0.8367,-0.03779,IslandArea,-0.67918,1.63202,-1.19158,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.69164,1.66538,-1.43364,IslandArea,-0.68519,1.65238,-1.42082,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.69164,1.66538,-1.43364,IslandArea,-0.66725,1.71656,-1.39427,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.95226,0.68846,-0.1963,IslandArea,-0.93236,0.69882,-0.19105,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.95226,0.68846,-0.1963,IslandArea,-0.92889,0.63805,-0.16344,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BowlLarge,IslandDrawerBottomLeft_nhwy,-0.67412,1.12029,-0.38311,IslandArea,-0.66038,1.12048,-0.38376,RIGHT,rectangular_table
