kitchen_name,human_name,context,object-type,from-location,from-x,from-y,from-orient,to-location,to-x,to-y,to-orient,arm,table_name
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92681,1.15,0,IslandArea,-0.81823,0.8385,2.25753,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91908,1.15,0,IslandArea,-0.8417,1.2136,1.70205,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92253,1.1486,-0.01549,IslandArea,-0.8204,1.19229,-2.39341,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92253,1.1486,-0.01549,IslandArea,-0.86053,1.2264,-2.09306,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.1324,1.16858,0.35794,IslandArea,-0.99012,0.91157,1.57356,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92973,1.1501,0,IslandArea,-0.84067,0.86309,2.50041,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-0.77505,1.21166,1.9722,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-0.75146,1.24061,1.84086,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-0.80143,1.25452,1.27164,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91499,1.15,0,IslandArea,-0.83726,0.95765,2.64497,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-1.02808,1.13476,2.55787,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-1.01854,0.91757,1.90289,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-0.79119,1.09532,-2.09199,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-0.80497,1.19455,-2.20371,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92681,1.15,0,IslandArea,-0.83671,1.19019,3.05836,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91908,1.15,0,IslandArea,-0.96191,1.62512,2.33989,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91908,1.15,0,IslandArea,-0.99216,1.57739,2.39609,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92253,1.1486,-0.01549,IslandArea,-0.85338,1.88997,-2.77284,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92973,1.1501,0,IslandArea,-1.00669,0.97344,-1.68403,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-1.05963,1.02385,2.50769,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-1.00883,0.97656,2.73112,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-1.07673,0.94833,2.7606,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-1.01186,0.97748,2.48683,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-0.82377,1.76478,-1.43517,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91908,1.15,0,IslandArea,-0.81769,1.83464,0.6296,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91908,1.15,0,IslandArea,-0.83395,1.87222,0.74635,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.1324,1.16858,0.35794,IslandArea,-0.97668,1.73363,2.88477,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.1324,1.16858,0.35794,IslandArea,-1.03079,1.59004,-3.08211,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91499,1.15,0,IslandArea,-1.01033,1.67178,2.52691,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-0.84335,0.86323,2.86552,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-0.80313,0.85738,2.90524,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-0.82137,1.78328,-1.86851,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.18778,1.1502,0.00307,IslandArea,-0.85433,1.92499,2.15746,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.1324,1.16858,0.35794,IslandArea,-0.76815,1.80169,2.20137,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92973,1.1501,0,IslandArea,-0.81458,1.13416,2.20737,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-0.77014,1.77898,1.88249,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-0.86129,1.72453,1.77196,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91696,1.15005,0,IslandArea,-0.81529,1.69782,1.71321,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91499,1.15,0,IslandArea,-0.79712,1.12693,2.23903,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-1.00209,1.97455,2.08509,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92194,1.15046,0.01309,IslandArea,-1.00671,1.72164,2.52841,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-1.01414,1.57545,2.70095,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-0.97314,1.56753,1.59215,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92681,1.15,0,IslandArea,-0.99338,1.63451,2.37925,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91908,1.15,0,IslandArea,-0.98671,0.93421,2.67175,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.92253,1.1486,-0.01549,IslandArea,-0.83525,0.86243,2.50978,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.18493,1.03997,0,IslandArea,-0.80923,2.02628,2.93905,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,1.1324,1.16858,0.35794,IslandArea,-0.77426,1.21315,2.68907,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91499,1.15,0,IslandArea,-0.76562,1.92667,2.22817,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-0.96999,0.98705,2.82656,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-0.97838,0.96404,1.89188,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,Cup,SinkDrawerLeftMiddle_jqU4,0.91569,1.15002,0,IslandArea,-1.02237,1.03303,1.80645,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.2603,1.45013,1.74484,IslandArea,-0.88773,0.90395,-2.53067,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.25753,1.44977,1.74056,IslandArea,-0.88809,0.96045,-2.3907,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.30681,1.45482,1.7683,IslandArea,-0.82891,1.06902,-2.32296,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.30681,1.45482,1.7683,IslandArea,-0.84853,1.03174,-2.41557,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.30681,1.45482,1.7683,IslandArea,-0.87291,0.96916,-2.44336,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.29395,1.45153,1.75852,IslandArea,-0.83158,0.89332,-2.41906,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.29648,1.45017,1.74518,IslandArea,-0.81607,0.96593,-2.36174,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.31008,1.45031,1.74768,IslandArea,-0.86479,0.92797,-2.34942,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.29048,1.44997,1.74544,IslandArea,-0.87836,0.90334,-2.39898,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28569,1.45021,1.74539,IslandArea,-0.83939,0.90954,-2.35301,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28534,1.4502,1.73901,IslandArea,-0.79387,0.85524,-2.35403,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28534,1.4502,1.73901,IslandArea,-0.82411,0.88858,-2.48826,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28534,1.4502,1.73901,IslandArea,-0.86648,0.92772,-2.60743,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.30452,1.45039,1.74917,IslandArea,-0.87656,0.92271,-2.48746,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28167,1.44987,1.74582,IslandArea,-0.84805,0.93668,-2.45036,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.2842,1.45048,1.74929,IslandArea,-0.81051,0.93181,-2.35612,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.25698,1.45004,1.74553,IslandArea,-0.90218,0.93577,-2.43758,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.25852,1.45475,1.79337,IslandArea,-0.8244,1.00377,-2.32393,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.25852,1.45475,1.79337,IslandArea,-0.84873,0.94177,-2.56117,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.2943,1.45051,1.75049,IslandArea,-0.8251,0.89779,-2.42702,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.2579,1.45406,1.76497,IslandArea,-0.79462,0.90441,-2.32672,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28911,1.45057,1.74623,IslandArea,-0.84875,1.63011,-2.54997,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.28123,1.45,1.74564,IslandArea,-0.81666,1.76093,-2.76056,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.26267,1.45429,1.74495,IslandArea,-0.92206,1.2502,-1.68891,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.26267,1.45429,1.74495,IslandArea,-0.92074,1.40012,-2.12644,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.29368,1.45007,1.74553,IslandArea,-1.03672,1.36963,-2.6961,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.26667,1.40184,1.74621,IslandArea,-0.97998,1.38645,-2.76788,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.26748,1.45691,1.74316,IslandArea,-0.83193,1.38941,3.12368,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,JaNougatBits,OvenDrawerRight_pd6Y,1.25679,1.45011,1.7458,IslandArea,-0.88669,1.46711,-3.07595,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.14442,-1.21031,1.3856,IslandArea,-0.91313,1.14753,-0.79644,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.14671,-1.30788,1.49123,IslandArea,-0.85509,1.20716,-0.13802,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13105,-1.23723,1.44836,IslandArea,-0.85267,1.09157,-0.54887,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.15534,-1.30456,1.60849,IslandArea,-0.88453,1.17692,0.01968,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.14678,-1.28389,1.45182,IslandArea,-0.88576,1.1741,-0.10558,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.11777,-1.30402,1.55994,IslandArea,-0.91165,1.15902,-0.53937,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.1836,-1.14439,1.06816,IslandArea,-0.87692,1.12999,-0.98512,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.17106,-1.18653,1.27538,IslandArea,-0.82503,1.10914,-0.37917,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.17106,-1.18653,1.27538,IslandArea,-0.85809,1.13682,-0.42082,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.23075,-1.09029,0.91271,IslandArea,-0.91617,1.14215,-1.07201,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.16103,-1.2504,1.43018,IslandArea,-0.8903,1.16781,-0.20508,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.1691,-1.20376,1.28119,IslandArea,-0.87708,1.19591,-0.2182,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.12779,-1.28579,1.51033,IslandArea,-0.93511,1.18959,-0.28036,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.17159,-1.16766,1.15526,IslandArea,-0.836,1.18314,-0.67335,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13028,-1.27409,1.47392,IslandArea,-0.87071,1.10662,-0.53721,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.12891,-1.2785,1.5126,IslandArea,-0.87509,1.1203,-0.17987,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13734,-1.30061,1.6714,IslandArea,-0.84688,1.91816,-0.20004,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.15424,-1.22553,1.46302,IslandArea,-0.88728,1.9774,-0.23154,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13848,-1.30608,1.7198,IslandArea,-0.96922,1.79646,0.30625,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13848,-1.30608,1.7198,IslandArea,-0.75823,1.43326,0.50962,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13607,-1.25436,1.4419,IslandArea,-0.83688,1.89713,-0.29719,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.1564,-1.24344,1.41111,IslandArea,-0.75375,1.62594,0.18637,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.12509,-1.29949,1.56931,IslandArea,-0.89461,1.42743,-0.5502,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.15719,-1.23055,1.48392,IslandArea,-0.87268,1.47381,-0.72653,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.13831,-1.25272,1.43698,IslandArea,-0.87468,1.45085,-0.60163,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.14042,-1.30506,1.58537,IslandArea,-0.88924,1.48143,-0.18049,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.14231,-1.30779,1.67145,IslandArea,-0.94123,1.43652,-0.65598,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,BaerenMarkeFrischeAlpenmilch38,FridgeDoorBottomShelf_94Zy,1.15036,-1.23608,1.39846,IslandArea,-1.02268,1.33592,-0.62299,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.6632,-0.935,-0.00411,IslandArea,-0.82965,1.62943,3.14067,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.655,-0.93,0,IslandArea,-0.79293,1.43721,3.07732,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.655,-0.93,0,IslandArea,-0.96151,1.82603,2.76955,RIGHT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.65123,-0.96123,0.00177,IslandArea,-0.77969,1.5979,-2.45257,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.655,-0.93,0,IslandArea,-0.74184,1.4949,-2.55336,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.655,-0.93,0,IslandArea,-0.97992,1.30871,3.11889,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.64387,-0.92313,0.21048,IslandArea,-0.99358,1.27114,-3.10233,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.6695,-0.95112,-0.04905,IslandArea,-0.97143,1.30975,2.70789,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.655,-0.93,0,IslandArea,-0.93963,1.36564,2.78509,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.66463,-0.93168,0,IslandArea,-0.84403,1.37433,2.85985,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.67548,-0.93076,0.00528,IslandArea,-0.99974,1.33101,3.09418,LEFT,rectangular_table
KITCHEN,THOMAS,TABLE-SETTING,HohesCOrange,FridgeGlassShelf_BgAr,1.655,-0.93,0,IslandArea,-1.00778,1.51512,2.85149,LEFT,rectangular_table
